Player,stats_standard_Nation,stats_standard_Squad,stats_standard_Position,stats_standard_Current age,stats_standard_Matches Played,stats_standard_Minutes,stats_standard_Goals,stats_standard_Assists,stats_standard_Yellow Cards,stats_standard_Red Cards,stats_standard_xG: Expected Goals,stats_standard_xAG: Exp. Assisted Goals,stats_standard_Progressive Carries,stats_standard_Progressive Passes,stats_standard_Progressive Passes Rec,stats_standard_Goals/90,stats_standard_Assists/90,stats_standard_xG/90,stats_standard_xAG/90,stats_shooting_Shots on Target %,stats_shooting_Shots on target/90,stats_shooting_Goals/Shot,stats_shooting_Average Shot Distance,stats_passing_Passes Completed,stats_passing_Pass Completion %,stats_passing_Total Passing Distance,stats_passing_Passes Completed (Short),stats_passing_Pass Completion % (Medium),stats_passing_Pass Completion % (Long),stats_passing_Key Passes,stats_passing_Passes into Final Third,stats_passing_Passes into Penalty Area,stats_passing_Crosses into Penalty Area,stats_passing_Progressive Passes,stats_gca_Shot-Creating Actions,stats_gca_Shot-Creating Actions/90,stats_gca_Goal-Creating Actions,stats_gca_Goal-Creating Actions/90,stats_defense_Tackles,stats_defense_Tackles Won,stats_defense_Dribbles Challenged,stats_defense_Challenges Lost,stats_defense_Blocks,stats_defense_Shots Blocked,stats_defense_Passes Blocked,stats_defense_Interceptions,stats_possession_Touches,stats_possession_Touches (Def Pen),stats_possession_Touches (Def 3rd),stats_possession_Touches (Mid 3rd),stats_possession_Touches (Att 3rd),stats_possession_Touches (Att Pen),stats_possession_Take-Ons Attempted,stats_possession_Successful Take-On %,stats_possession_Tackled During Take-On Percentage,stats_possession_Carries,stats_possession_Progressive Carrying Distance,stats_possession_Progressive Carries,stats_possession_Carries into Final Third,stats_possession_Carries into Penalty Area,stats_possession_Miscontrols,stats_possession_Dispossessed,stats_possession_Passes Received,stats_possession_Progressive Passes Rec,stats_misc_Yellow Cards,stats_misc_Red Cards,stats_misc_Fouls Committed,stats_misc_Fouls Drawn,stats_misc_Offsides,stats_misc_Crosses,stats_misc_Ball Recoveries,stats_misc_Aerials Won,stats_misc_Aerials Lost,stats_misc_% of Aerials Won,stats_keeper_Goals Against/90,stats_keeper_Save Percentage,stats_keeper_Clean Sheet Percentage,stats_keeper_Save% (Penalty Kicks),player_name,team,price,skill/pot
callum hudson-odoi,engENG,Nott'ham Forest,"FW,MF",24-182,29,2152,5,2,2,0,2.5,2.7,127,66,186,0.21,0.08,0.1,0.11,45.9,0.71,0.14,18.3,674,82.2,9918,396,81.8,51.2,44,36,31,11,66,94,3.93,11,0.46,20,14,17,6,11,0,11,13,1005,15,111,324,595,72,62,58.1,29,626,3335,127,61,45,44,23,764,186,2,0,12,22,8,75,91,3,10,23.1,N/a,N/a,N/a,N/a,callum hudson-odoi,Nottingham,€30.2M,81.4/86.4
calvin bassey,ngNGA,Fulham,DF,25-128,33,2894,1,0,7,0,1,0.1,36,107,15,0.03,0,0.03,0,28.6,0.12,0.07,15.3,1822,89.8,32168,770,94,61.5,3,143,2,0,107,23,0.72,3,0.09,52,33,30,9,37,17,20,18,2317,308,1127,1090,124,19,31,45.2,32.3,1487,4539,36,18,5,32,8,1620,15,7,0,26,31,2,7,156,40,31,56.3,N/a,N/a,N/a,N/a,calvin bassey,Fulham,€29.9M,73.3/79.3
cameron archer,engENG,Southampton,FW,23-291,32,1373,2,0,0,0,5.1,0.4,19,14,64,0.13,0,0.33,0.02,33.3,0.59,0.07,13.1,189,81.1,2474,119,91.4,55.6,3,6,7,0,14,17,1.12,0,0,11,7,9,7,5,1,4,2,362,16,59,161,145,50,32,43.8,53.1,210,499,19,9,14,34,25,256,64,0,0,16,12,7,3,34,8,28,22.2,N/a,N/a,N/a,N/a,cameron archer,Southampton,€18.6M,66.2/73.8
cameron burgess,auAUS,Ipswich Town,DF,29-199,17,1451,0,2,0,0,0.7,0.5,2,41,4,0,0.12,0.04,0.03,11.1,0.06,0,9.7,590,80.9,10830,240,87,50.8,7,45,4,0,41,13,0.81,3,0.19,15,10,9,2,18,13,5,14,919,221,562,312,47,23,0,N/a,N/a,416,990,2,4,0,3,0,539,4,0,0,5,4,1,0,40,43,22,66.2,N/a,N/a,N/a,N/a,cameron burgess,Ipswich Town,€1.7M,61.7/62.8
carlos baleba,cmCMR,Brighton,MF,21-125,31,2403,3,1,8,1,3,1.3,40,111,27,0.11,0.04,0.11,0.05,26.8,0.41,0.07,25.3,1048,87.2,17638,499,91.7,62.3,20,103,22,2,111,60,2.25,4,0.15,71,41,72,28,44,10,34,40,1556,88,375,917,303,12,52,59.6,34.6,886,2588,40,40,3,37,37,944,27,8,1,38,44,0,8,176,38,24,61.3,N/a,N/a,N/a,N/a,carlos baleba,Brighton,€52.4M,73.7/87.5
carlos soler,esESP,West Ham,"MF,FW",28-126,29,1358,1,1,5,0,1.7,1.2,16,52,33,0.07,0.07,0.11,0.08,29.2,0.46,0.04,19.1,536,85.1,8360,288,85.6,53.7,14,41,11,0,52,47,3.12,2,0.13,15,11,23,16,19,6,13,8,748,26,173,391,189,23,18,44.4,50,341,714,16,16,4,12,14,506,33,5,0,24,18,0,31,64,9,11,45,N/a,N/a,N/a,N/a,carlos soler,West Ham United,€23.4M,71.4/71.6
casemiro,brBRA,Manchester Utd,MF,33-074,22,1335,1,0,3,0,1.7,2.3,4,70,26,0.07,0,0.11,0.15,28.6,0.54,0.04,18.8,670,78.5,11089,318,83.7,59.8,20,68,20,6,70,49,3.31,3,0.2,77,46,66,25,33,10,23,12,1091,69,327,555,217,38,6,50,50,575,823,4,10,0,10,10,697,26,3,0,17,18,3,19,89,31,17,64.6,N/a,N/a,N/a,N/a,casemiro,Man Utd,€11.6M,72.4/72.4
chris richards,usUSA,Crystal Palace,DF,25-041,21,1652,1,0,4,1,1.3,0.1,5,35,1,0.05,0,0.07,0.01,45.5,0.27,0.09,11.4,609,80.2,10779,250,89.6,44.9,2,22,1,1,35,7,0.38,2,0.11,44,28,38,15,36,13,23,15,985,113,527,397,67,18,6,16.7,83.3,453,916,5,5,0,5,5,547,1,4,1,11,4,1,3,49,38,38,50,N/a,N/a,N/a,N/a,chris richards,C. Palace,€15.7M,71.1/75.3
chris wood,nzNZL,Nott'ham Forest,FW,33-152,33,2689,19,3,1,0,11.7,2.5,13,36,87,0.64,0.1,0.39,0.08,54.5,1,0.29,14.1,290,65.9,4048,176,67.2,72.7,19,16,9,1,36,40,1.34,5,0.17,5,4,9,7,11,7,4,5,698,36,84,334,282,89,12,33.3,58.3,339,444,13,10,5,73,24,512,87,1,0,24,21,26,1,44,88,129,40.6,N/a,N/a,N/a,N/a,chris wood,Nottingham,€7.8M,73.1/73.1
christian eriksen,dkDEN,Manchester Utd,MF,33-083,21,1028,0,2,4,0,0.4,2.9,12,53,29,0,0.18,0.03,0.25,9.1,0.09,0,24.9,569,79.1,9538,305,80.7,47.6,27,53,11,4,53,51,4.46,7,0.61,19,9,26,15,14,4,10,7,811,24,163,388,264,15,3,0,100,450,761,12,13,1,11,5,541,29,4,0,8,3,0,78,59,2,6,25,N/a,N/a,N/a,N/a,christian eriksen,Man Utd,€4.2M,66.9/66.9
christian nørgaard,dkDEN,Brentford,MF,31-059,31,2549,5,3,6,1,3.9,1,12,133,37,0.18,0.11,0.14,0.04,34.3,0.42,0.14,14.3,1049,81.3,17392,523,85.1,58.6,17,128,24,4,133,49,1.73,10,0.35,75,45,71,27,51,19,32,45,1638,161,561,780,312,52,13,46.2,38.5,738,1204,12,12,4,31,18,974,37,6,1,41,28,1,15,179,44,29,60.3,N/a,N/a,N/a,N/a,christian nørgaard,Brentford,€14.4M,73.7/73.7
christopher nkunku,frFRA,Chelsea,FW,27-175,27,921,3,2,2,0,4.8,2.1,17,25,68,0.29,0.2,0.47,0.21,44,1.07,0.12,12.6,299,89.5,3928,185,92.2,100,14,26,7,0,25,34,3.32,4,0.39,12,8,8,2,9,2,7,7,448,10,52,183,217,52,27,37,51.9,280,628,17,16,13,18,17,356,68,2,0,16,11,3,4,29,16,22,42.1,N/a,N/a,N/a,N/a,christopher nkunku,Chelsea,€51.7M,79.1/81.0
cody gakpo,nlNED,Liverpool,FW,26-001,32,1717,9,3,5,0,6.5,3.5,51,52,253,0.47,0.16,0.34,0.18,41.2,1.1,0.18,15.2,439,75.8,6279,271,66.5,54.8,33,22,27,8,52,71,3.72,7,0.37,26,14,23,12,19,2,17,11,795,21,75,230,506,90,51,56.9,29.4,540,1974,51,32,20,38,20,606,253,5,0,17,25,5,68,66,15,24,38.5,N/a,N/a,N/a,N/a,cody gakpo,Liverpool,€67.5M,86.3/89.3
cole palmer,engENG,Chelsea,MF,23-002,34,2921,15,8,6,0,17,10,110,200,169,0.46,0.25,0.52,0.31,35.7,1.26,0.1,20.2,1044,76.9,19884,434,84.8,59.9,82,153,61,17,200,190,5.86,15,0.46,27,17,23,14,14,1,13,11,1694,20,140,759,817,133,107,46.7,38.3,1074,3497,110,67,39,63,34,1248,169,6,0,13,57,6,134,100,1,7,12.5,N/a,N/a,N/a,N/a,cole palmer,Chelsea,€115.4M,80.1/92.5
conor coady,engENG,Leicester City,DF,32-072,19,1444,0,0,2,0,0.1,0.1,3,30,0,0,0,0.01,0,100,0.06,0,9.2,829,90.9,14352,353,96.6,52.7,1,32,2,0,30,5,0.31,0,0,12,8,6,3,27,20,7,13,1036,199,569,450,18,6,2,50,50,676,1556,3,3,1,4,2,762,0,2,0,7,2,1,0,50,13,19,40.6,N/a,N/a,N/a,N/a,conor coady,Leicester,€2.2M,61.3/61.3
craig dawson,engENG,Wolves,DF,35-002,15,971,0,0,2,0,0.5,0,6,20,5,0,0,0.05,0,20,0.09,0,8.5,484,86.6,9745,149,93,60,2,22,1,0,20,7,0.65,2,0.19,15,3,15,3,16,11,5,9,671,130,396,249,28,14,5,20,40,390,938,6,1,0,2,0,443,5,2,0,6,5,2,0,35,21,11,65.6,N/a,N/a,N/a,N/a,craig dawson,Wolverhampton,€1.5M,64.4/64.4
cristian romero,arARG,Tottenham,DF,27-011,18,1416,1,0,3,0,1.6,0.6,12,71,3,0.06,0,0.1,0.04,50,0.51,0.06,9.1,1094,89.5,20402,370,94.7,63.5,7,109,8,1,71,20,1.27,4,0.25,35,29,30,9,18,3,15,21,1377,157,594,720,74,23,4,25,50,896,2893,12,18,0,10,5,936,3,3,0,14,12,2,3,90,41,27,60.3,N/a,N/a,N/a,N/a,cristian romero,Tottenham,€60.1M,72.6/74.8
curtis jones,engENG,Liverpool,"MF,DF",24-098,30,1528,3,3,3,1,4.1,1,24,95,71,0.18,0.18,0.24,0.06,38.7,0.71,0.1,16.9,911,93.3,13290,524,92.7,75,19,70,17,0,95,42,2.47,7,0.41,36,20,25,8,16,7,9,6,1145,32,187,615,349,52,19,57.9,36.8,702,1598,24,17,6,23,32,867,71,3,1,17,24,1,6,86,13,12,52,N/a,N/a,N/a,N/a,curtis jones,Liverpool,€61.7M,77.9/84.0
daichi kamada,jpJPN,Crystal Palace,MF,28-276,31,1424,0,0,4,1,1.1,1.8,24,80,54,0,0,0.07,0.11,20,0.25,0,20.3,541,79.8,8735,286,82.6,58.5,19,42,13,2,80,49,3.1,3,0.19,45,27,38,25,21,5,16,16,851,19,181,447,230,30,15,40,46.7,427,1025,24,19,5,15,18,544,54,4,1,27,19,2,29,72,3,13,18.8,N/a,N/a,N/a,N/a,daichi kamada,C. Palace,€14.6M,71.5/71.5
dan burn,engENG,Newcastle Utd,DF,32-364,34,3060,1,0,10,0,1.7,0.9,9,59,10,0.03,0,0.05,0.03,25,0.15,0.05,9.9,1630,88.9,29674,571,94.7,61.3,8,39,7,0,59,21,0.62,3,0.09,34,19,32,15,32,23,9,25,2184,344,1220,861,109,49,4,75,25,1246,2498,9,5,1,23,3,1470,10,10,0,30,11,5,3,95,134,65,67.3,N/a,N/a,N/a,N/a,dan burn,Newcastle Utd.,€9.1M,77.0/77.0
dango ouattara,bfBFA,Bournemouth,FW,23-086,32,2005,7,4,3,0,8.4,5.5,79,43,191,0.31,0.18,0.38,0.25,32.3,0.9,0.11,13.5,367,60,5725,210,62.2,37.3,35,21,26,11,43,72,3.23,6,0.27,35,26,41,24,36,10,26,11,959,62,165,316,497,128,82,47.6,41.5,492,1777,79,35,38,63,32,577,191,3,0,16,19,14,88,92,45,63,41.7,N/a,N/a,N/a,N/a,dango ouattara,B'mouth,€28.5M,72.9/80.4
daniel muñoz,coCOL,Crystal Palace,DF,28-347,34,2958,4,4,10,0,4.7,4.5,54,89,191,0.12,0.12,0.14,0.14,39.4,0.4,0.12,12.3,1052,75.6,16013,594,77.1,44,41,53,33,14,89,78,2.37,9,0.27,113,74,89,37,36,4,32,40,1871,111,524,768,598,95,54,38.9,57.4,730,1604,54,35,15,50,18,883,191,10,0,49,19,13,68,155,58,75,43.6,N/a,N/a,N/a,N/a,daniel muñoz,C. Palace,€30.9M,77.5/77.5
danny welbeck,engENG,Brighton,FW,34-163,28,1942,9,4,5,0,8.1,1.2,19,42,83,0.42,0.19,0.38,0.06,37.7,0.93,0.17,15.2,368,84.2,4306,245,87,100,19,17,13,0,42,44,2.04,6,0.28,23,14,18,11,17,2,15,5,648,15,50,277,326,90,36,33.3,58.3,395,777,19,20,7,45,25,483,83,5,0,11,22,4,3,40,15,29,34.1,N/a,N/a,N/a,N/a,danny welbeck,Brighton,€6M,72.1/72.1
dara o'shea,ieIRL,Ipswich Town,DF,26-065,32,2852,0,2,6,0,1.2,0.5,3,71,8,0,0.06,0.04,0.02,10,0.06,0,13.6,1112,77.7,22113,357,84.8,50,3,83,3,1,71,22,0.69,4,0.13,47,30,31,11,59,47,12,31,1841,361,1065,663,118,48,2,50,50,805,1751,3,2,0,11,4,1048,8,6,0,18,22,3,7,101,103,79,56.6,N/a,N/a,N/a,N/a,dara o'shea,Ipswich Town,€19.5M,64.8/69.8
darwin núñez,uyURU,Liverpool,FW,25-318,27,1051,5,2,8,0,5.3,1.2,22,27,69,0.43,0.17,0.45,0.11,36.4,1.03,0.15,14.3,151,70.6,2248,82,73,66.7,9,9,2,0,27,27,2.31,4,0.34,19,16,16,10,6,0,6,3,340,10,44,113,193,66,21,38.1,57.1,184,529,22,17,12,21,19,228,69,8,0,27,14,11,2,39,17,30,36.2,N/a,N/a,N/a,N/a,darwin núñez,Liverpool,€60.9M,80.5/84.1
david raya,esESP,Arsenal,GK,29-235,35,3150,0,0,2,0,0,0,0,13,0,0,0,0,0,N/a,0,N/a,N/a,979,74.6,23137,274,98.3,38.2,0,41,2,0,13,4,0.11,1,0.03,0,0,2,2,0,0,0,2,1367,802,1284,83,0,0,1,100,0,856,2563,0,0,0,1,0,789,0,2,0,1,9,0,0,38,10,0,100,0.89,74.1,34.3,0,david raya,Arsenal,€28.9M,86.5/86.5
dean henderson,engENG,Crystal Palace,GK,28-057,35,3150,0,0,3,0,0,0.1,0,0,0,0,0,0,0,0,0,0,14.9,682,61.4,18786,163,99.4,31,2,21,1,0,0,3,0.09,0,0,2,1,6,4,0,0,0,0,1200,974,1195,4,1,1,0,N/a,N/a,689,1950,0,0,0,2,0,523,0,3,0,0,1,0,0,25,11,1,91.7,1.37,67.1,28.6,50,dean henderson,C. Palace,€22.7M,78.0/78.0
dean huijsen,esESP,Bournemouth,DF,20-024,29,2234,3,1,8,0,1.9,2,36,116,10,0.12,0.04,0.08,0.08,16.7,0.12,0.17,11.9,1204,83.4,24235,389,91.6,59.3,14,146,7,2,116,40,1.61,3,0.12,33,23,25,10,36,28,8,49,1803,238,820,861,131,30,5,40,60,992,3937,36,26,0,18,1,1117,10,8,0,29,10,2,12,96,64,41,61,N/a,N/a,N/a,N/a,dean huijsen,B'mouth,€55M,65.2/82.3
declan rice,engENG,Arsenal,MF,26-114,33,2645,3,7,7,1,3.3,6.5,88,180,92,0.1,0.24,0.11,0.22,25,0.37,0.07,19.3,1304,83.5,22238,641,90.5,48.9,56,126,35,5,180,106,3.61,10,0.34,52,24,37,21,24,11,13,25,1839,71,302,863,693,77,28,46.4,50,977,3274,88,54,16,36,29,1204,92,7,1,20,16,2,157,143,31,24,56.4,N/a,N/a,N/a,N/a,declan rice,Arsenal,€107.8M,83.7/86.6
dejan kulusevski,seSWE,Tottenham,"MF,FW",25-013,31,2371,7,4,3,0,4.2,6.2,120,123,210,0.27,0.15,0.16,0.24,37,0.65,0.15,14.8,656,73.6,9184,393,78,40.5,65,62,52,6,123,127,4.82,9,0.34,45,23,51,32,34,5,29,13,1272,24,149,430,717,157,117,32.5,60.7,821,3206,120,67,40,77,73,894,210,3,0,47,38,5,89,119,10,15,40,N/a,N/a,N/a,N/a,dejan kulusevski,Tottenham,€60.5M,86.7/91.7
destiny udogie,itITA,Tottenham,DF,22-161,24,1834,0,1,2,0,0.3,1.5,54,120,93,0,0.05,0.01,0.07,20,0.05,0,15.1,947,87.4,13710,533,90.4,80,16,88,6,1,120,35,1.72,3,0.15,74,47,47,14,40,6,34,21,1336,60,377,591,383,49,32,40.6,50,735,2290,54,39,12,32,19,796,93,2,0,29,38,2,19,109,13,13,50,N/a,N/a,N/a,N/a,destiny udogie,Tottenham,€59.4M,78.5/90.3
diogo dalot,ptPOR,Manchester Utd,DF,26-051,32,2788,0,3,5,0,2,2,62,102,164,0,0.1,0.06,0.07,21.7,0.16,0,15.6,1336,80.5,21497,691,81.9,55.4,26,61,25,8,102,74,2.39,5,0.16,67,39,52,18,22,9,13,37,1965,113,658,767,557,66,53,50.9,41.5,1111,2684,62,37,16,37,21,1186,164,5,0,40,9,4,65,164,38,21,64.4,N/a,N/a,N/a,N/a,diogo dalot,Man Utd,€37.4M,73.1/77.0
diogo jota,ptPOR,Liverpool,FW,28-155,24,1154,6,3,2,0,7.5,1.8,36,33,86,0.47,0.23,0.59,0.14,27.1,1.01,0.13,12.3,205,69.7,3120,109,75,61.9,11,29,3,1,33,35,2.73,9,0.7,14,8,19,12,9,0,9,7,459,5,30,190,246,93,32,34.4,59.4,251,754,36,21,20,37,22,317,86,2,0,22,14,1,8,40,22,30,42.3,N/a,N/a,N/a,N/a,diogo jota,Liverpool,€58.6M,83.2/83.6
djed spence,engENG,Tottenham,DF,24-272,22,1604,1,2,4,1,0.6,1.8,56,100,70,0.06,0.11,0.03,0.1,30,0.17,0.1,23.9,923,85.5,13205,539,85.8,51.7,11,74,18,8,100,28,1.57,5,0.28,40,30,27,7,24,9,15,18,1316,72,448,600,288,25,69,49.3,40.6,741,2372,56,41,7,26,31,812,70,4,1,20,23,2,25,101,20,13,60.6,N/a,N/a,N/a,N/a,djed spence,Tottenham,€19.8M,72.5/76.5
dominic calvert-lewin,engENG,Everton,FW,28-053,23,1588,3,1,2,0,6.2,0.6,22,19,107,0.17,0.06,0.35,0.04,36.2,0.96,0.06,12.3,177,62.8,2075,128,59,37.5,7,19,5,1,19,25,1.42,4,0.23,9,7,6,4,6,2,4,6,499,22,39,208,257,83,25,40,52,272,444,22,8,16,73,33,407,107,2,0,27,23,27,6,32,84,80,51.2,N/a,N/a,N/a,N/a,dominic calvert-lewin,Everton,€17.8M,67.6/68.8
dominic solanke,engENG,Tottenham,FW,27-236,25,2119,8,3,0,0,10.1,2.9,29,45,88,0.34,0.13,0.43,0.13,40.7,1.02,0.14,12.1,250,71,3344,153,77.1,66.7,14,27,9,0,45,37,1.57,8,0.34,18,11,14,10,18,7,11,0,636,31,68,290,284,111,50,32,62,374,803,29,21,14,67,47,448,88,0,0,36,36,5,4,37,44,59,42.7,N/a,N/a,N/a,N/a,dominic solanke,Tottenham,€52.1M,79.5/80.2
dominik szoboszlai,huHUN,Liverpool,MF,24-195,33,2279,5,5,6,0,7.1,6.2,65,118,120,0.2,0.2,0.28,0.24,32.3,0.79,0.08,18.5,1029,84.6,15917,562,88.3,72.2,51,80,31,5,118,108,4.27,14,0.55,31,20,39,24,36,4,32,9,1450,24,188,704,576,96,35,54.3,37.1,740,2119,65,46,17,34,22,991,120,6,0,37,23,4,34,122,18,22,45,N/a,N/a,N/a,N/a,dominik szoboszlai,Liverpool,€71.4M,86.9/93.8
dwight mcneil,engENG,Everton,"MF,FW",25-167,18,1262,4,4,1,0,1.1,3.8,35,63,74,0.29,0.29,0.08,0.27,40,0.71,0.16,21.9,420,73.7,7795,195,81.8,52.3,33,38,33,10,63,63,4.49,7,0.5,11,6,19,11,7,0,7,5,688,4,67,298,339,24,40,52.5,45,406,1041,35,30,5,24,29,468,74,1,0,6,14,1,97,71,3,15,16.7,N/a,N/a,N/a,N/a,dwight mcneil,Everton,€27M,70.8/75.4
eberechi eze,engENG,Crystal Palace,"MF,FW",26-313,31,2427,5,8,1,0,9.1,5.2,67,89,143,0.19,0.3,0.34,0.19,25.3,0.89,0.04,21.6,735,74.5,12395,361,83.5,44.9,54,47,35,4,89,125,4.64,9,0.33,37,22,35,18,27,0,27,11,1336,15,177,628,564,89,130,49.2,44.6,794,2262,67,45,21,53,44,862,143,1,0,11,49,9,103,133,7,37,15.9,N/a,N/a,N/a,N/a,eberechi eze,C. Palace,€62.2M,74.9/75.8
ederson,brBRA,Manchester City,GK,31-264,23,2050,0,4,3,0,0,1.5,0,1,0,0,0.18,0,0.07,N/a,0,N/a,N/a,730,88.2,17943,129,98.4,66.3,4,20,1,0,1,6,0.26,4,0.18,0,0,2,2,0,0,0,1,875,619,866,9,0,0,0,N/a,N/a,590,1732,0,0,0,1,0,560,0,3,0,1,0,0,0,38,4,1,80,1.1,68.5,34.8,0,ederson,Man City,€19.1M,80.2/80.2
edson álvarez,mxMEX,West Ham,MF,27-196,25,1633,0,1,8,1,0.3,0.8,21,75,18,0,0.06,0.02,0.04,9.1,0.06,0,26.7,763,85.7,12894,372,89.7,73.5,11,80,11,3,75,25,1.38,2,0.11,44,23,33,18,21,8,13,16,1101,61,323,612,174,12,31,45.2,38.7,603,1528,21,20,2,25,13,734,18,8,1,37,18,4,6,78,28,20,58.3,N/a,N/a,N/a,N/a,edson álvarez,West Ham United,€36.5M,70.8/71.7
elliot anderson,engENG,Nott'ham Forest,MF,22-183,34,2467,2,6,7,0,1.9,3.1,46,128,87,0.07,0.22,0.07,0.11,18.9,0.26,0.05,19.4,949,77.6,15198,500,80.3,45.7,34,105,19,2,128,78,2.85,10,0.36,84,52,100,57,44,9,35,30,1630,95,388,775,496,62,73,49.3,39.7,820,2094,46,31,19,56,41,956,87,7,0,43,55,4,78,197,47,23,67.1,N/a,N/a,N/a,N/a,elliot anderson,Nottingham,€46.5M,79.6/89.8
emerson palmieri,itITA,West Ham,DF,30-278,30,2105,2,1,5,0,2,1.5,47,66,83,0.09,0.04,0.08,0.06,43.8,0.3,0.13,19,859,79.9,12521,513,81.3,42.2,16,51,13,5,66,41,1.75,2,0.09,60,31,48,21,32,8,24,21,1323,82,422,557,359,28,30,33.3,56.7,553,1736,47,25,9,24,7,745,83,5,0,25,13,0,64,84,18,20,47.4,N/a,N/a,N/a,N/a,emerson palmieri,West Ham United,€12.6M,67.0/67.0
emile smith rowe,engENG,Fulham,MF,24-284,31,1886,6,2,2,0,4.4,1.1,50,120,115,0.29,0.1,0.21,0.05,28.6,0.48,0.17,15.6,844,90.1,12107,489,95.4,70.4,18,76,15,1,120,65,3.1,11,0.52,31,18,24,16,20,2,18,11,1128,20,155,534,449,55,33,48.5,45.5,734,1838,50,38,11,35,13,867,115,2,0,18,12,4,13,69,6,17,26.1,N/a,N/a,N/a,N/a,emile smith rowe,Fulham,€40.8M,75.7/80.3
emiliano martínez,arARG,Aston Villa,GK,32-248,34,2970,0,0,4,0,0,0.5,0,4,0,0,0,0,0.02,N/a,0,N/a,N/a,1018,79.1,26608,180,98.2,50.1,2,24,0,0,4,6,0.18,1,0.03,3,3,2,0,1,0,1,0,1348,1015,1329,19,0,0,1,100,0,820,2626,0,0,0,1,0,738,0,4,0,1,5,0,0,29,8,1,88.9,1.36,66.7,17.6,50,emiliano martínez,Aston Villa,€17.5M,74.2/74.2
emmanuel agbadou,ciCIV,Wolves,DF,27-325,13,1140,0,0,2,0,0.3,0.2,3,22,1,0,0,0.02,0.02,16.7,0.08,0,31.8,663,85,13505,210,92.7,61,4,26,1,0,22,15,1.18,2,0.16,27,18,17,6,16,12,4,9,924,155,527,381,22,5,10,70,20,572,1230,3,3,0,3,3,615,1,2,0,5,4,1,1,66,22,16,57.9,N/a,N/a,N/a,N/a,emmanuel agbadou,Wolverhampton,€18M,68.7/68.7
enzo fernández,arARG,Chelsea,MF,24-111,33,2677,6,7,7,0,6,6.5,57,199,116,0.2,0.24,0.2,0.22,37.3,0.64,0.12,18.2,1429,80,25393,653,85,58,73,156,39,7,199,141,4.74,16,0.54,63,32,83,52,36,7,29,13,2070,36,327,1049,708,76,46,45.7,39.1,1135,2574,57,53,8,27,27,1520,116,7,0,47,48,1,105,147,14,28,33.3,N/a,N/a,N/a,N/a,enzo fernández,Chelsea,€73.7M,75.1/82.7
erling haaland,noNOR,Manchester City,FW,24-291,28,2480,21,3,2,0,20.8,2.8,19,18,103,0.76,0.11,0.76,0.1,54.5,1.96,0.19,12.2,225,66,2706,156,66.7,66.7,26,9,7,1,18,62,2.25,9,0.33,9,5,6,4,11,1,10,5,578,22,39,200,344,170,32,34.4,59.4,272,478,19,14,19,39,25,427,103,2,0,22,12,4,3,29,49,45,52.1,N/a,N/a,N/a,N/a,erling haaland,Man City,€198.8M,92.8/100.0
